url,availability
https://www.ozon.ru/product/blinchik-tsezar-creative-kitchen-210-g-728194282/,1
https://www.ozon.ru/product/salat-s-drevesnymi-gribami-150-g-chiho-1851845548/,1
https://www.ozon.ru/product/kasha-grechnevaya-na-moloke-300-g-ozon-fresh-1999264579/,1
https://www.ozon.ru/product/konvertiki-s-krem-chizom-i-nachinkoy-mango-marakuyya-140-g-creative-kitchen-1604929464/,1
https://www.ozon.ru/product/kartofelnye-lepeshki-s-syrom-150-g-creative-kitchen-1645189156/,1
https://www.ozon.ru/product/krem-sup-iz-lesnyh-gribov-ozon-fresh-270-g-1752620153/,1
https://www.ozon.ru/product/kruassan-s-syrom-i-vetchinoy-110-g-miratorg-2086645345/,1
https://www.ozon.ru/product/zapekanka-baskskaya-s-vishney-180-g-mates-1900136370/,1
https://www.ozon.ru/product/kartofelnye-lepeshki-s-syrom-150-g-creative-kitchen-2086645363/,1
https://www.ozon.ru/product/shrimp-roll-s-krevetkami-195-g-yumi-2040752121/,1
https://www.ozon.ru/product/belkovyy-omlet-s-kurinym-file-ovoshchami-i-myagkim-syrom-160-g-creative-kitchen-1667781045/,1
https://www.ozon.ru/product/salat-nisuaz-200-g-ozon-fresh-1999288131/,1
https://www.ozon.ru/product/kotlety-kurinye-parovye-s-grechkoy-290-g-azbuka-vkusa-1630371545/,1
https://www.ozon.ru/product/salat-fitnes-boul-s-kinoa-i-kuritsey-210-g-ozon-fresh-1293321819/,1
https://www.ozon.ru/product/humus-s-kedrovymi-oreshkami-amfud-160-g-642502395/,1
https://www.ozon.ru/product/zapekanka-tvorozhnaya-s-grushey-i-persikom-250-g-azbuka-vkusa-711533904/,1
https://www.ozon.ru/product/shchi-iz-svezhey-kapusty-s-kuritsey-250-g-creative-kitchen-728196619/,1
https://www.ozon.ru/product/antipasti-krasnyy-perchik-s-myagkim-syrom-v-masle-260-g-burenka-club-1044086087/,1
https://www.ozon.ru/product/goroshnitsa-klassicheskaya-amfud-200-g-901880563/,1
https://www.ozon.ru/product/stripsy-kurinye-s-kartofelnym-pyure-250-g-i-like-eat-2086645409/,1
https://www.ozon.ru/product/salat-tsezar-s-klassicheskoy-zapravkoy-190-g-belaya-dacha-1062697933/,1
https://www.ozon.ru/product/omlet-s-syrom-i-bekonom-235-g-ozon-fresh-1999287153/,1
https://www.ozon.ru/product/blinchiki-domashnie-180-g-ozon-fresh-1062699289/,1
https://www.ozon.ru/product/kasha-druzhba-iz-pshena-i-risa-250-g-creative-kitchen-2086645522/,1
https://www.ozon.ru/product/kasha-ovsyanaya-molochnaya-s-klubnikoy-i-keshyu-250-g-creative-kitchen-2086645554/,1
https://www.ozon.ru/product/burger-s-bekonom-140-g-ozon-fresh-2062858532/,1
https://www.ozon.ru/product/bliny-s-nutelloy-140-g-ozon-fresh-2062863954/,1
https://www.ozon.ru/product/grechka-s-sosiskami-200-g-sveli-1449549469/,1
https://www.ozon.ru/product/roll-s-krevetkoy-i-semgoy-yumi-225-g-yumi-2086645366/,1
https://www.ozon.ru/product/poket-sendvich-s-omletom-i-bekonom-120-g-yumi-1851669558/,1
https://www.ozon.ru/product/salat-creative-kitchen-tsezar-200-g-2086645531/,1
https://www.ozon.ru/product/borshch-s-kuritsey-ozon-fresh-300-g-2086645543/,1
https://www.ozon.ru/product/kompleksnyy-obed-plov-kurinyy-salat-vitaminnyy-hleb-495-g-domashniy-ochag-1688820703/,1
https://www.ozon.ru/product/salat-iz-funchozy-i-kopchenogo-kurinogo-file-s-ovoshchami-170-g-creative-kitchen-638196173/,1
https://www.ozon.ru/product/frikase-kurinoe-s-gribami-i-pastoy-300-g-ozon-fresh-1803436492/,1
https://www.ozon.ru/product/lapsha-udon-s-kuritsey-ovoshchami-i-keshyu-290-g-ozon-fresh-397356418/,1
https://www.ozon.ru/product/roll-simfoniya-s-krevetkoy-tempura-180-g-yumi-1851669571/,1
https://www.ozon.ru/product/buldak-koreyskiy-s-lapshoy-udon-220-g-2021108455/,1
https://www.ozon.ru/product/file-tsyplenka-su-vid-slaysami-150-g-azbuka-life-898262403/,1
https://www.ozon.ru/product/yaichnaya-lapsha-kimchi-dan-dan-220-g-2021108706/,1
https://www.ozon.ru/product/lenivye-vareniki-so-slivochnym-maslom-200-g-duckit-2086645444/,1
https://www.ozon.ru/product/sendvich-s-tuntsom-ozon-fresh-150-g-613286931/,1
https://www.ozon.ru/product/sendvich-tsezar-na-tostovom-pshenichnom-hlebe-180-g-ozon-fresh-1215636342/,1
https://www.ozon.ru/product/kasha-ovsyanaya-molochnaya-azbuka-vkusa-250-g-601829389/,1
https://www.ozon.ru/product/kuritsa-kowloon-v-kislo-sladkom-souse-s-risom-276-g-chiho-2086645450/,1
https://www.ozon.ru/product/chiken-dog-115-g-i-like-eat-1485414633/,1
https://www.ozon.ru/product/sendvich-s-pesto-i-kuritsey-140-g-ozon-fresh-2086645497/,1
https://www.ozon.ru/product/kasha-amarantovaya-s-kokosom-i-mango-220-g-azbuka-vkusa-1998034136/,1
https://www.ozon.ru/product/boul-grin-s-kuritsey-i-sousom-mango-200-g-yumi-2086645381/,1
https://www.ozon.ru/product/onigiri-s-kuritsey-tom-yam-100-g-i-like-eat-2086645468/,1
https://www.ozon.ru/product/yaytsa-kurinye-kopchenye-4-sht-molodetskie-1181058748/,1
https://www.ozon.ru/product/solyanka-sbornaya-myasnaya-creative-kitchen-300-g-2086645527/,1
https://www.ozon.ru/product/bolly-iz-indeyki-s-morkovyu-azbuka-vkusa-160-g-227742324/,1
https://www.ozon.ru/product/shchi-iz-svezhey-kapusty-s-kuritsey-250-g-creative-kitchen-2086645416/,1
https://www.ozon.ru/product/syrniki-s-varenym-sgushchennym-molokom-creative-kitchen-120-g-2086645545/,1
https://www.ozon.ru/product/zakuska-iz-file-kusochkov-seldi-tihookeanskoy-slabosolenoy-po-kubanski-vkusy-rossii-190-g-1897055451/,1
https://www.ozon.ru/product/salat-olive-200-g-eattery-1728334066/,1
https://www.ozon.ru/product/hot-dog-datskiy-150-g-eattery-2138150390/,1
https://www.ozon.ru/product/salat-iz-funchozy-i-kopchenogo-kurinogo-file-s-ovoshchami-170-g-creative-kitchen-2086645408/,1
https://www.ozon.ru/product/kompleksnyy-obed-domashnyaya-kotleta-kartofelnoe-pyure-salat-vitaminnyy-hleb-545-g-domashniy-ochag-1364990870/,1
https://www.ozon.ru/product/chizburger-115-g-miratorg-1535928763/,1
https://www.ozon.ru/product/pasta-boloneze-260-g-miratorg-317061524/,1
https://www.ozon.ru/product/tushenaya-kapusta-s-ovoshchami-azbuka-vkusa-200-g-227742268/,1
https://www.ozon.ru/product/plov-prazdnichnyy-285-g-creative-kitchen-640537374/,1
https://www.ozon.ru/product/kasha-risovaya-250-g-ozon-fresh-2086645568/,1
https://www.ozon.ru/product/utka-po-pekinski-v-nabore-s-blinchikami-ogurtsami-i-sousom-hoysin-260-g-duckit-1851845486/,0
https://www.ozon.ru/product/bliny-s-yablokom-i-koritsey-140-g-miratorg-2086645356/,1
https://www.ozon.ru/product/pasta-s-kuritsey-v-slivochnom-souse-230-g-ozon-fresh-1062699368/,1
https://www.ozon.ru/product/angus-burger-s-gorchichnym-sousom-160-g-miratorg-317062190/,1
https://www.ozon.ru/product/borshch-s-kuritsey-ozon-fresh-900-g-1742481513/,1
https://www.ozon.ru/product/ovsyanoblin-s-kuritsey-i-tomatami-210-g-mates-1900128948/,1
https://www.ozon.ru/product/salat-iz-svekly-kinoa-s-apelsinovoy-zapravkoy-170-g-ozon-fresh-1999288145/,1
https://www.ozon.ru/product/poke-s-krevetkami-i-sousom-alterno-210-g-yumi-2086645362/,1
https://www.ozon.ru/product/spagetti-boloneze-s-govyadinoy-creative-kitchen-220-g-1759174564/,1
https://www.ozon.ru/product/udon-s-kuritsey-i-ovoshchami-v-ustrichnom-souse-250-g-eattery-1737332672/,1
https://www.ozon.ru/product/zapekanka-200-g-creative-kitchen-1062697977/,1
https://www.ozon.ru/product/zharkoe-po-domashnemu-245-g-lavkalavka-1261101688/,1
https://www.ozon.ru/product/salat-iz-sladkoy-pechenoy-svekly-s-keshyu-i-chernoslivom-200-g-ozon-fresh-2062876969/,1
https://www.ozon.ru/product/sup-lapsha-gribnaya-azbuka-vkusa-270-g-785235893/,1
https://www.ozon.ru/product/vok-s-gribami-shiitake-260g-ozon-fresh-2086645563/,1
https://www.ozon.ru/product/humus-retsept-iz-eylata-300-g-sababa-167101118/,1
https://www.ozon.ru/product/chechevitsa-s-ovoshchami-200-g-azbuka-vkusa-1653760800/,1
https://www.ozon.ru/product/plov-s-indeykoy-i-bulgurom-270-g-lavkalavka-1261101694/,1
